Geneid,SRX080704,SRX080705,SRX080707,SRX080708,SRX080709,SRX080710,SRX080711,SRX080712,SRX156368,SRX156370,SRX156371,SRX156372,SRX156375,SRX156377,SRX156378,SRX156379
SYNPCC7002_RS14635,6.418529913996151,6.926421517962798,0.0,3.96334029358689,6.441190138292341,5.622263956460634,0.0,0.0,4.851616279065741,6.048200343668379,4.506138741737092,5.387807679492316,0.0,5.203564702681311,0.0,0.0
SYNPCC7002_RS14640,5.316246186311301,5.818317823646238,4.676224890092225,5.939390898536913,5.056995935953444,0.0,0.0,0.0,5.300805908741848,6.187212270276689,6.725238817083341,5.841289610495707,5.2934769374576165,0.0,6.422544292271463,0.0
SYNPCC7002_RS14645,6.5813406176950195,0.0,0.0,5.646440325539598,7.0944817695909705,0.0,0.0,0.0,5.5808175461417875,5.770086056910681,2.8252701760932775,5.548717590535977,5.2195151322148305,6.346344039931807,0.0,0.0
SYNPCC7002_RS14650,4.443178276007436,6.900360206060532,3.820299708521129,4.492017345207697,4.894992291112397,6.171512284787585,0.0,6.074893674464373,4.428070283760693,6.449515101662664,4.087363636123971,0.0,0.0,6.06617742597546,5.532841177164702,0.0
SYNPCC7002_RS14655,6.073209831415546,7.07778871237568,5.831313083338505,5.144158472144908,8.030037833419513,6.9548473310488514,4.733706896917123,6.96366593772022,6.057606387016886,5.631685267834877,5.972412201969355,5.835827238276819,4.388356448407366,7.703510938915363,5.9383603266630045,7.3947917989266045
SYNPCC7002_RS14660,7.6716922926684665,9.402072500641369,5.45206531461972,0.0,5.838491546775994,0.0,7.300595418853492,0.0,6.085204169510453,5.416555626408025,0.0,0.0,0.0,5.460059101321924,0.0,7.307864655374232
SYNPCC7002_RS14665,6.712770747993281,5.655837958717761,4.517485353459095,0.0,3.4054588299226753,0.0,0.0,0.0,0.0,4.089053796769825,4.791649719256461,0.0,5.132357887274533,0.0,0.0,0.0
SYNPCC7002_RS14670,5.644712454931851,6.316669460778192,5.788371129785485,6.011205699151425,5.83395088203192,3.52295696475198,4.87730270699336,4.9268194317264875,6.080650789876686,4.779198933412092,5.443653507074297,5.763677533121364,4.761880099690932,5.455542697821291,7.074309122416847,6.436395016908556
SYNPCC7002_RS14675,6.38856359110963,3.8201944243060924,3.6593592326673985,3.3964246754785017,5.093109999142179,0.0,4.479269948729189,0.0,0.0,5.778507480241637,3.540526134001931,4.790731836967789,3.7078537026368386,6.030261813338932,5.362859114290983,4.486258282145554
SYNPCC7002_RS14225,6.216998961397005,5.166205974006347,5.567314673435918,4.71948864033853,7.163384701856962,5.422616278921895,4.874334530726771,6.887754036552708,4.655097948091788,6.183170027458434,5.847360322732095,6.169030964660594,3.1736482981338376,5.575322768212676,0.0,5.856717773416019
SYNPCC7002_RS16260,5.722202739806388,6.226949274637588,5.07708609945603,5.772401570899724,4.892478016888161,0.0,6.918366956136148,0.0,0.0,5.6121153421714025,5.354910893522402,0.0,0.0,5.085024569821056,0.0,0.0
SYNPCC7002_RS14235,7.488097237077551,6.905534315387757,5.746714866480742,5.464698948303157,5.342568344317561,5.957585512827676,6.7979507230486185,7.717496844721355,4.617318431000947,4.8342590224014605,3.3470012753388905,4.190725920922658,3.1387014881126225,5.944044378590185,4.7536943282417985,4.843392034303662
SYNPCC7002_RS14240,7.029790919587202,6.6976242483783865,4.8246654544393515,5.260010936617435,5.612006011717691,0.0,4.144531042213799,4.588093394938677,3.930786643698923,5.574438156692947,4.14244912509558,0.0,3.9237607243989863,7.5258306518869205,5.9975933849404255,5.110260118734237
SYNPCC7002_RS14245,6.618093478352876,6.935468153067796,5.776341484176737,5.6828439802761626,6.164362154776896,6.715127951289409,5.840509073572809,4.353723764824736,4.646283963616824,4.767394707664097,5.078632463745042,5.751651730355501,4.853162007001517,6.291071679608592,6.332361895148942,5.84769724751806
SYNPCC7002_RS14250,6.243286798327643,4.481219585311164,5.091576996686964,5.446245593563445,6.072246906305388,3.7867700155409256,5.155035909685282,5.204852837370966,5.503468993237556,6.875478674776155,3.9455393345446543,6.773691666998786,4.365603299991917,5.859485083103551,5.642379228277375,5.162146620741155
SYNPCC7002_RS14255,6.834025764419726,4.801976124935443,6.9094317882419105,4.920904653646636,6.920341572240122,6.612218687179834,0.0,6.515229970558531,4.2959055616396,4.204517253875354,4.510653659950814,5.798842447471162,4.685234625963305,3.6992119122111142,5.397064412414166,6.471802676500649
SYNPCC7002_RS14260,6.512451252055255,5.4577516650220135,5.288092770225923,4.052430826489488,4.701557238308371,0.0,0.0,5.619296865647262,0.0,4.850205481848746,4.597083768532041,7.04386625401889,0.0,6.277586396257324,0.0,0.0
SYNPCC7002_RS14265,6.210955384655132,5.1602508325766845,3.121560728291944,4.316770789933839,5.689953027747514,0.0,3.9169806440250876,0.0,3.7055932531654,5.525747053570126,3.3770049540717246,5.754648443150946,3.168202402119249,5.569325415614831,4.785712232470783,0.0
SYNPCC7002_RS14270,6.760924915233396,5.297661057629518,5.699643143115405,4.849636796833398,6.611289754642876,7.752729046920561,8.50762893297232,6.853177058975305,5.758617493161514,7.811623686512947,7.5498147397322315,5.726437221230807,6.035865029680922,6.335203284622821,6.306987982102213,6.978143314747783
SYNPCC7002_RS14275,0.0,0.0,6.1757877648509165,6.880053945594568,5.010524832048741,7.600128259415622,0.0,0.0,0.0,5.731712334621467,0.0,0.0,0.0,0.0,0.0,0.0
SYNPCC7002_RS14280,6.38742367217759,5.907274504619649,4.763301695563482,6.4379743585302185,7.613392776249443,0.0,0.0,6.069772028363006,0.0,7.4360687938301595,0.0,5.930270878096384,0.0,4.771181444326169,0.0,0.0
SYNPCC7002_RS14285,0.0,0.0,0.0,6.291923448432316,8.375050171460495,0.0,6.450609346223111,0.0,0.0,6.3501295203968,0.0,0.0,5.64308061773944,0.0,8.352713472114925,0.0
SYNPCC7002_RS14290,6.117638285783223,6.624355016581114,6.452369701861629,7.157998798661992,0.0,6.885039355432295,7.317561267443908,6.787872113383503,0.0,3.5300755608395695,4.774999167113701,0.0,4.551270952439988,5.476746983548526,0.0,0.0
SYNPCC7002_RS14295,10.96821088574756,0.0,7.943220384768759,7.65657581228636,8.971982096708258,8.792622510095509,7.816449482384779,8.280948619263029,7.589924524655331,4.948492561054318,5.666589440760237,8.13971096720312,0.0,6.378015502968357,0.0,7.24195057553201
SYNPCC7002_RS14300,0.0,0.0,7.816609376866211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.528056891186431,0.0,0.0
SYNPCC7002_RS14305,6.682958681151393,6.201533179641554,7.600354683355145,6.542910893409833,8.313700201790155,5.477665500262347,0.0,5.381914874169872,4.709241332370705,7.733271753832502,6.311734638490327,5.243765278331583,5.89237576334199,5.060027108066065,7.801382907847123,0.0
SYNPCC7002_RS14680,6.767620118844034,5.304247015571142,4.175540523930005,3.9051306542695223,3.08383213124028,0.0,6.566362883713752,5.465392665669841,4.791534791633221,4.141225896778807,0.0,5.327042781390608,7.6128162264772925,7.431895612932436,5.90465584503607,8.29992502861243
SYNPCC7002_RS17250,7.1771031894945825,0.0,3.8058645257504455,5.040378092931985,5.351336271861725,5.17627681012283,6.9055353486950075,5.081054112293466,0.0,5.029281296098172,3.156025620981885,5.920099128054998,4.406088668426682,8.10458316872067,0.0,5.608711132579062
SYNPCC7002_RS14690,6.397716302228326,5.510414961343879,4.773336085197346,4.103107512062788,4.7533906509755095,6.975439747528662,6.19704363477012,0.0,4.995572499173896,5.417831255618625,3.1744701650953875,6.517628135644144,2.969269587413297,6.330771557694534,6.112520981608298,4.657908256680887
SYNPCC7002_RS17255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4994511727624085,0.0,0.0,0.0,0.0,0.0,0.0
SYNPCC7002_RS14695,6.3370595131510505,5.85715501182599,7.252646701007098,6.387588863829901,10.008120184682237,0.0,5.561752599334482,0.0,0.0,10.041064771271282,4.989844246741909,0.0,0.0,6.270150084501477,0.0,0.0
SYNPCC7002_RS14700,5.760992299810682,6.265956980679812,0.0,6.387588863829901,6.483770457893408,0.0,0.0,0.0,0.0,5.650846303526799,4.427406344108774,0.0,5.166555840222902,7.0920237739888465,6.872557346850934,7.959043552598274
SYNPCC7002_RS14705,7.269589397377819,0.0,8.92419986347735,4.382254442300733,5.038216138483869,9.36040487390504,6.488148695855958,8.26488106890205,7.253852641899681,7.378996760548192,7.065553852131627,5.82226429294005,0.0,0.0,0.0,6.495382930194408
SYNPCC7002_RS14710,6.035458471368527,5.815129747198956,4.116145096753594,4.610186015651908,5.457986190705474,5.095233778526192,3.9964883379657263,0.0,0.0,5.608936113013513,1.8031053868184943,4.302714835873756,3.5351201193652853,6.378015502968357,5.436095077969704,4.957650750606713
SYNPCC7002_RS14715,6.138628607765224,6.121311588556327,4.411075560165555,5.500932242153132,8.257245760797334,3.3432859489914017,5.824946030557413,5.137199393189338,4.074937172841276,6.653569921439526,2.3557656677420855,5.56956071118684,5.240242461790547,7.52756318609044,0.0,6.240825459112751
SYNPCC7002_RS14720,5.672113039291898,6.17656900873981,6.005264249820851,4.749349949583217,8.44001096189018,0.0,5.880023258272724,0.0,0.0,7.044708769120303,4.341143032885907,0.0,4.120629928470335,6.013317389317491,0.0,0.0
SYNPCC7002_RS14725,7.68868256093395,0.0,0.0,0.0,6.2640622053662405,0.0,0.0,0.0,0.0,5.433231701467841,4.774999167113701,0.0,4.551270952439988,0.0,0.0,0.0
SYNPCC7002_RS16815,0.0,0.0,7.223096436196943,5.949013063953434,5.0664841039081585,0.0,0.0,0.0,0.0,5.216393477582566,0.0,0.0,0.0,0.0,0.0,0.0
SYNPCC7002_RS14730,7.1771031894945825,6.694047829407857,5.537588242336188,0.0,5.92447054536207,0.0,7.387519855895654,6.857639576828299,6.171416507470654,3.594505615960159,5.817519720800136,0.0,0.0,6.530065677021938,0.0,0.0
SYNPCC7002_RS14735,0.0,0.0,0.0,6.427752120972676,6.114143351620891,7.146038002575572,6.586612560851368,0.0,0.0,7.477954509872584,0.0,0.0,4.804013296071964,5.73437170220083,0.0,7.586364884361966
SYNPCC7002_RS14740,9.238848607141046,7.1449258157937665,14.869654963658679,14.110213551037367,11.058594921879312,7.988474616005037,7.648092539199134,8.211560697336939,14.738461485741391,11.936084001123849,13.05870442409632,11.959340927172287,12.39955568149879,0.0,13.84593133781561,12.944313688447874
SYNPCC7002_RS16265,0.0,5.291106582312102,0.0,0.0,4.9371686496985525,0.0,0.0,0.0,5.752016146048934,3.2087222986723827,4.996328686284216,0.0,0.0,0.0,5.891398721822339,0.0
SYNPCC7002_RS14750,4.988315423006277,5.4875983986064805,0.0,5.608131559935792,6.111606599172143,0.0,5.193875088997277,0.0,0.0,5.095066652625244,3.6836292704507425,0.0,0.0,8.201204163766283,0.0,0.0
SYNPCC7002_RS17020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNPCC7002_RS14755,5.274793101511612,5.965898006584056,3.4883763996439034,5.324645535218448,6.122558463547957,5.24432606096494,3.752670410593487,3.2660740157711468,5.043236079521995,4.741581138507083,4.807204990892091,3.1397540916127418,3.7408737564172476,7.245920992355049,6.1610020048411664,0.0
SYNPCC7002_RS14760,6.34698924517452,0.0,7.262634666826642,7.557909130136039,6.493712173741544,0.0,6.55634586720114,0.0,0.0,5.827453290201396,4.043989350583703,5.890021270328491,4.774531215683709,7.270761679537954,7.46340649989667,0.0
SYNPCC7002_RS14765,5.659868111195009,0.0,0.0,0.0,5.805532097068332,0.0,5.867745314903191,0.0,0.0,6.124538702127221,0.0,0.0,4.108859983786805,0.0,6.770375565797717,0.0
SYNPCC7002_RS14770,0.0,6.104236075043354,0.0,4.6787725901098485,6.062302105373775,0.0,0.0,0.0,0.0,3.9681612086712295,0.0,0.0,4.051577344134627,5.9411090360915875,0.0,0.0
SYNPCC7002_RS14775,0.0,6.092535277293693,0.0,4.667363934659208,6.888897374637963,0.0,5.796266317371735,0.0,7.550168445746486,6.7810983078657046,0.0,0.0,0.0,6.506479093847825,0.0,0.0
SYNPCC7002_RS14780,5.645047453537382,5.317514569514704,3.503247127868354,4.722773841648126,6.257297920668587,0.0,4.713829282769266,4.763140285579384,3.558153392068456,5.398075096900171,3.232857487182307,4.070838406289933,4.79740552933466,7.262131272000813,3.6885271169893805,4.720866717480527
SYNPCC7002_RS14785,5.80089510159018,6.306078119063169,0.0,4.875922697431465,4.015332228567904,0.0,6.0091360520048145,0.0,5.78534079009848,5.909087014636514,0.0,0.0,5.206081599698056,6.142618441676518,7.906858416640873,8.582606625358155
SYNPCC7002_RS14790,8.802962273597817,0.0,4.867188685087028,5.559863985962301,6.230561749788346,0.0,5.717265207247288,0.0,0.0,0.0,0.0,0.0,3.9649540740771676,4.8750893058585305,0.0,0.0
SYNPCC7002_RS14795,0.0,5.876987181545542,4.733641720491938,0.0,5.114944172692763,6.136013046958734,0.0,6.039429458151542,0.0,5.6706253187109406,4.053501825604803,6.887844269385748,3.835714477714376,6.700489352473093,0.0,6.573601407811986
SYNPCC7002_RS14800,5.709509868107661,8.1995355723276,7.351551542113965,5.759700281192705,6.431899951682424,7.465927462093532,0.0,6.377180175948528,5.69397423492375,4.628895281084933,0.0,0.0,0.0,5.072468382058607,6.8205458549318445,0.0
SYNPCC7002_RS14805,6.1870378954292935,0.0,0.0,0.0,5.351336271861725,6.9548473310488514,0.0,0.0,0.0,4.533518560813582,0.0,6.717206694527528,0.0,5.545592755294565,0.0,0.0
SYNPCC7002_RS14810,7.358295628358423,5.887010061471367,4.743455564845154,4.467364959936275,5.124846729848443,7.135842422275617,7.15636612483707,7.619838184754805,6.3514143033749635,5.680621611078948,6.314258198686564,5.91000096670587,4.79411380135786,0.0,6.491650600398824,0.0
SYNPCC7002_RS14815,5.477385549555333,5.980610376866039,0.0,0.0,4.651660043476097,0.0,0.0,0.0,0.0,4.4022310731017695,0.0,6.003625909692332,3.9339341149776357,11.268222120134071,0.0,0.0
SYNPCC7002_RS14820,8.172110063501604,0.0,6.521974306488725,5.256494038380712,6.333557365090962,6.9548473310488514,0.0,7.851406144939831,0.0,5.8175772789372395,4.842877098916087,6.717206694527528,4.618727175599096,0.0,0.0,0.0
SYNPCC7002_RS14825,5.570690468560054,6.0745260839303175,4.365863880925464,7.578552165155551,8.48258454295458,4.2254210646477715,7.589375574775478,4.132808211613847,2.6119446515896056,7.7294885774138775,3.695544122924549,4.55413480000043,2.9601872773268685,5.830399142490666,5.843414878345466,0.0
SYNPCC7002_RS14830,10.049816805344413,8.081311665192095,0.0,5.328606340016343,8.819019871562578,0.0,8.456989891709776,0.0,0.0,7.551550406565977,5.890240658144732,0.0,5.661564668778165,9.345477172151114,6.3845246361237065,8.050608108370833
SYNPCC7002_RS14835,5.440489012516001,0.0,5.7726034543154485,5.490482412050705,4.925534749892495,5.222127753582763,5.647724511293497,0.0,0.0,4.578648823485827,5.07493769357583,0.0,2.9923038291707673,5.374318457119395,0.0,0.0
SYNPCC7002_RS14840,7.021205458031344,6.220551999159496,6.8471580648555035,6.342134780618502,6.314261097707583,7.060014043127931,5.923867658701304,0.0,0.0,5.200568318027103,4.383565196537367,6.82222581205219,3.24107774958545,5.0787319829242525,6.826943893951274,0.0
SYNPCC7002_RS14845,8.633409199080935,8.385199687434413,4.738539648426639,5.025472503798976,7.838991186579791,10.862682649267748,9.391187966241887,9.752010060601501,9.520319964759983,6.280498338615578,5.32729513426061,6.222083837361671,5.574009262213473,5.313348557251701,7.066190264951761,5.593652644422052
SYNPCC7002_RS14850,5.43529779736038,0.0,0.0,0.0,3.6682170860020205,0.0,0.0,6.100786634323299,0.0,4.758609252716092,0.0,0.0,0.0,0.0,0.0,0.0
SYNPCC7002_RS14855,6.901235298963551,4.468734394241499,0.0,4.986507021501391,5.246022547621825,0.0,6.439539664974253,4.626770901965423,0.0,3.3416795113581936,2.7465111914007236,0.0,4.66090779372903,4.310964830353052,5.05910401306075,0.0
SYNPCC7002_RS14860,4.333597984627287,0.0,5.628755121184988,4.943970447206269,6.670823273195267,5.079588240465473,4.5355740560094775,6.94997127352559,0.0,5.593148553504025,3.0680046793585554,5.82226429294005,3.7623243104506456,6.622199067946073,6.982676370807605,0.0
SYNPCC7002_RS14865,0.0,6.0429318146056055,4.335360648485962,5.019309844607656,6.001025088623544,4.753544343323573,4.214627263333433,0.0,4.000227891287333,4.3008326816992515,3.665969944144443,4.5234393076855275,6.419072431407303,4.9042084042848355,7.0598795194621875,5.182355913857504
SYNPCC7002_RS14870,6.41155782911925,5.358104536780642,5.760462103536975,0.0,5.5735838470553505,6.600562389912931,6.043368042746626,0.0,0.0,4.193381343477319,3.5618107844235034,0.0,5.239916170166931,5.196701850207677,6.947337613186951,6.050572922066598
SYNPCC7002_RS14875,5.330575660591453,4.857848488404303,5.256564701854822,4.976938244841997,6.049636174277794,6.091653257475357,4.5681836933779545,0.0,5.31513143324815,5.626512878963054,5.535291685869473,7.1626334581823725,5.052032297578126,4.698213554863287,5.45362532995162,0.0
SYNPCC7002_RS14880,6.403928168424078,5.607701952066233,6.507360549376643,6.136664380861805,7.106468869483697,0.0,4.91039129443334,5.363349246950538,6.524213207243433,5.311291219736999,5.960749771656575,6.20583212116781,4.683720055172899,6.23871840518448,5.229878821121703,6.8812083773448105
SYNPCC7002_RS14885,7.953486412714754,7.398786457886862,6.715574918979933,4.975032577314922,6.5769663587012195,9.420977275336025,6.7803004993840075,7.824723210547618,7.547230901751746,7.22530241050616,5.03208161103263,7.905053180842465,5.9702122180536445,5.926524173645175,4.736547214250035,6.787549635641982
SYNPCC7002_RS14890,6.485077099436591,6.0044770875529805,4.549026433508154,4.274637182399757,7.532044643595996,5.5393467851446445,0.0,4.875020322395089,0.0,7.915113692913665,4.987689645831883,4.73836964386776,1.9653911000861237,9.403245931810432,5.30984244374227,0.0
SYNPCC7002_RS14895,8.448768462501137,6.969141350680002,6.386039802665906,6.830445487415934,0.0,6.239920674743958,0.0,7.132994913465478,6.4454432963409545,2.947653748306327,5.682572085211338,0.0,5.8613429305846205,4.843065283271025,0.0,0.0
SYNPCC7002_RS14900,4.49900195303824,0.0,0.0,4.5479288436463605,5.206767819383652,0.0,0.0,6.71059477127916,4.483866185194141,3.4589945643206015,5.671896555499254,5.015385114687666,4.875429348609106,0.0,6.575009602327029,6.667105758407576
SYNPCC7002_RS14905,6.5618651854627945,6.809346749782089,5.651558304928732,5.369945333955386,6.929249042705076,0.0,5.212765507081104,5.668249543829727,4.036424221455605,7.730530781091221,0.0,0.0,7.362024429316348,11.280944218964322,5.129419177154406,5.219884252446281
SYNPCC7002_RS14910,6.880735921729782,5.10208787694072,6.296394023442637,5.943231812941379,5.808409104678546,4.954831455990863,2.957161567796495,6.05379630981577,6.012625391432141,5.607079941437574,5.295787511540914,5.914319806521776,3.643479932217992,5.72860574064974,5.700577187520941,6.778805901177604
SYNPCC7002_RS14915,0.0,0.0,0.0,4.77372789050971,5.842666863879349,0.0,0.0,0.0,0.0,4.060737996572271,0.0,6.224600877713359,4.144497936121507,0.0,0.0,0.0
SYNPCC7002_RS14920,0.0,0.0,5.628755121184988,0.0,4.475041112284964,0.0,0.0,6.94997127352559,6.263274323716815,5.188038846028761,0.0,0.0,4.708161793359376,0.0,0.0,0.0
