Geneid,DRX114943,DRX114944,DRX114945,DRX114946,DRX114947,DRX114948,DRX114949,DRX114950
SYNPCC7002_RS15365,5.249534126000734,4.93895492193876,6.209918582818868,6.081382461949994,4.96792083588969,6.040553681943347,5.4247174197036445,6.115742548325179
SYNPCC7002_RS15370,3.178424589422116,3.1645745277802506,4.844596700307289,4.836523272812544,3.099758524247833,4.66436092661556,3.80200814196976,4.576863646669714
SYNPCC7002_RS15375,5.342980171235404,4.805114792086095,7.831888702285253,8.07493232940166,4.868997060655416,7.594038704792807,5.3270311309073355,7.382357647751527
SYNPCC7002_RS17145,6.15192876667782,4.69225644116536,6.709833439314226,6.635954968404774,5.307525727123295,6.285266925090098,5.599763740290546,6.3204916442600645
SYNPCC7002_RS15385,4.877904506806934,4.555350631503989,6.672664374704021,6.4804783252608065,4.56738668112454,6.360039425766421,4.966330501474638,6.623232273437917
SYNPCC7002_RS15390,4.4127921401459265,3.992109840013766,6.148466059810709,6.067574608017213,4.680085899387181,6.077976332133307,4.7142083193255955,6.41987394439729
SYNPCC7002_RS15395,4.287022063158543,3.8043744102764547,5.023900035561071,4.954321378974773,4.300519100607761,5.059484220347599,4.438637990716201,5.316023111169546
SYNPCC7002_RS15400,3.509816993950667,3.185279916171816,4.489138429169135,4.166131989734048,3.56047335844679,4.111771177171286,3.894600320982719,4.292055459982095
SYNPCC7002_RS15405,4.298464310116569,4.186558864527839,4.541629878311611,4.694532427685128,4.1252612240444355,4.4515623473624535,4.56497743033477,5.06425658596713
SYNPCC7002_RS15410,4.864463390610219,4.859256748459752,5.7547546899068465,6.078482301992437,4.958256836265782,5.499816053111958,5.1408216954289,5.559780989708653
SYNPCC7002_RS16270,4.3240868755795985,3.4122449329871674,4.987725626951022,5.60129587429354,4.058468967094243,5.147487644266034,4.291073003480258,4.5817536687564155
SYNPCC7002_RS15420,4.918076343629366,4.594827665617406,5.94489225840009,6.226938530404868,5.073614116320064,6.151072100270502,5.240209703015528,5.8879777872189525
SYNPCC7002_RS17150,1.7403174067073994,2.5793052642465004,2.8547674510269014,3.493993740295304,1.5809970471196837,2.7333242539929046,2.2522002903162166,2.810250281362175
SYNPCC7002_RS17155,1.4798819535098608,1.6485979926986232,2.4692551251053767,3.0470949687740188,1.3916374236117541,2.361259429193371,1.0832275475208193,2.1109201090995446
SYNPCC7002_RS15435,1.8765504413652883,0.29184545415097296,2.188230368339692,3.217240111316118,0.42329873201862916,2.387292535383845,1.2280644377600318,2.6201259602278264
SYNPCC7002_RS15440,2.457337347265467,2.127690647959981,2.969949092972161,3.8789611550953556,2.4104312275425124,3.1907120848603427,2.7965760593183835,3.4831110098129656
SYNPCC7002_RS15445,5.375785129362693,5.04361654840509,6.676211900720636,6.492362622523088,5.438727035480131,6.27115787016385,5.75778891772548,6.617013220638494
SYNPCC7002_RS17160,5.890298568408823,4.99890514775079,6.742695402853694,6.48510109438369,5.9918942300712565,7.091466484561295,5.75473808053866,6.8615054944744065
SYNPCC7002_RS17025,2.9244813598781443,3.1484217828604106,3.388628925732524,3.8463670020310627,3.3180893541859513,2.931432504179723,2.6552237538816668,3.6193608752432933
SYNPCC7002_RS15450,3.6679138785052414,3.447779169437897,3.863680585150116,4.055681349181266,4.052595492912123,3.9767998638937962,3.7748922861423124,3.674847845473264
SYNPCC7002_RS15455,4.100496861971415,3.6000035984208716,4.176212880217036,4.479906185994548,3.899401880887602,4.06685773714307,4.045846616535883,4.562904427720141
SYNPCC7002_RS16850,2.3523337561085027,1.9094359031483468,3.7264588795293374,4.2101211832938645,2.0511553052646545,3.8081189747800415,1.9073044152129726,3.3548188517364217
