Geneid,ERX1320318,ERX3440931,SRX315307
BSU_01980,5.313611276024241,6.618837188230735,4.354951398816207
BSU_01990,4.160886109254489,4.36818385240771,6.422532961882011
BSU_02000,0.0,4.017371935896374,7.0950828876085446
BSU_02010,4.740168556871341,4.206566272540126,6.2944098214982285
BSU_02019,10.945198840534779,7.3941482380689525,5.018203897421846
BSU_02030,5.45428095276357,2.8543822300851556,6.03394091121304
BSU_02040,3.409355388049413,6.023484215140208,6.458962423107218
BSU_02050,0.0,5.950014714728037,8.979492338725473
BSU_02060,6.053075032368322,6.064816745921785,6.402062758675163
BSU_02070,0.0,8.963157425984486,6.656708640398902
BSU_02080,0.0,7.851238891282211,5.465442612651094
BSU_02090,3.49456612455092,5.916189554539378,6.5517120577318035
BSU_02100,4.773014619235121,5.2882295378012,8.156386334972558
BSU_02110,10.444142688372201,9.695955394091849,5.034186034647444
BSU_02120,8.892001844225918,3.333880702679356,7.318860408933319
BSU_02130,8.039793862807235,3.572318814466963,6.706059255011115
BSU_02140,7.8447001887777805,2.336000219630986,6.557047933068625
BSU_02150,0.0,3.0419754580427734,5.100064380422932
BSU_02160,4.80668551284916,4.943379800534442,6.773239993294722
BSU_02170,2.9262156909508312,3.8522738314633216,6.551331694089539
BSU_02180,7.188614937189318,2.0569539862082644,6.463958308454553
BSU_02181,6.090396540793652,0.0,0.0
BSU_02190,5.789966925139775,0.9911971832057893,7.003133318739119
BSU_02200,6.1000607030465686,2.186066787112991,6.683735673610251
BSU_02210,5.204198399701912,2.636210236715185,6.64424763126507
BSU_02220,0.0,3.107075551142177,7.141500132058299
BSU_02230,7.43124964020312,2.042649769837303,4.893088503965367
BSU_02240,5.744131158179828,9.469714430789137,6.325817672959464
BSU_02250,4.439410737151865,8.8599178740863,6.394385894373595
BSU_02260,7.030730357925915,5.430614429309158,7.036482720315304
BSU_02270,8.347638229041502,6.956025905962355,6.297074613740652
BSU_02280,8.252553769571161,5.556383774157963,6.422532961882011
BSU_02290,7.390846459654392,6.632335912573244,7.716823280102979
BSU_02300,0.0,2.8988074889596094,6.494311003532934
BSU_02310,3.7351126843817757,5.962529168089934,6.4522104774722555
BSU_02320,3.3645133405666354,3.2409910815987883,8.086261107407058
BSU_02330,8.183661562692919,5.651782965478907,6.8103764684733274
BSU_02340,3.83449928761447,8.043927136919466,6.994732098115639
BSU_02350,6.388094348578724,2.113075062501839,5.959363829012503
BSU_02360,7.638020307771498,2.32308752952349,5.4988928391367375
BSU_02370,5.890431814789315,4.416800787801241,7.365899899508103
BSU_02380,5.926966355214019,3.4319491665453894,6.509735776729421
BSU_02390,4.592859066931022,9.077341280030213,9.414182722817488
BSU_02400,6.470289772293936,1.9118291340294944,8.172550770313821
BSU_02410,5.7351425914523695,3.9009193465471523,7.04648029357014
BSU_02420,0.0,2.0477725787688934,7.892171092686719
BSU_02430,0.0,1.5013661057989636,6.413812291687704
BSU_02440,3.847497164458286,2.3618834004791944,5.9429890845674
BSU_02450,5.168104646055911,2.527743561643602,6.952259705844111
BSU_02460,4.793115618903996,2.289066584902716,7.627697062095578
BSU_02470,2.7288331438633673,2.2279507805837895,6.422532961882011
BSU_02480,6.074724864767276,2.3704025907946833,7.363201985839766
BSU_02490,0.0,2.923255512103678,6.859926776840529
BSU_02500,5.586592896231268,5.801050704005978,6.745484210285758
BSU_02510,0.0,4.5562766935101555,7.530522774655161
BSU_02520,5.204198399701912,7.275197427390883,6.768576092696251
BSU_02530,0.0,2.713946233307846,5.705444162678109
BSU_02540,5.177039030190738,3.169162964718802,7.734150698104957
BSU_02550,0.0,1.8662465536503487,5.635190494123195
BSU_02560,4.22074423458035,1.8345815530975558,5.187165438061849
BSU_02570,5.513689213427378,2.7761101144238887,5.777141641961977
BSU_02580,5.617112185067706,2.1689502501896265,6.927044209933197
BSU_02585,10.889722449370835,1.6890555616896006,0.0
BSU_02590,4.481464727485186,7.4560988466862925,6.437925182706782
BSU_02600,0.0,9.331595946987733,5.309392639476396
BSU_02610,4.558445869881143,3.8204786164873905,9.20456495322356
BSU_02619,0.0,0.0,0.0
BSU_02620,2.5143709517092363,1.8363582027894632,6.954708046313317
BSU_02630,0.0,2.3867001873193314,7.291904083275189
BSU_02640,3.6238529563896282,1.6133812574762163,7.684557651089842
BSU_02650,3.780716004544205,5.8347823947916035,6.281161080256484
BSU_02660,4.539706528633063,4.169780542634677,9.528451360531673
BSU_02670,6.344941342294736,5.409390868882702,7.487781056698668
BSU_02680,6.87670539622941,6.921561577295538,7.578181793404137
BSU_02690,3.0567472933798774,5.087966265596074,6.2192495580304685
BSU_02700,3.7994352312600674,3.378387846975337,6.711537484484271
BSU_02710,0.0,3.2633930098370048,5.465442612651094
BSU_02720,7.196575138290893,3.9798486470994563,6.420943366623894
BSU_02730,5.721767836512079,3.092727027669519,6.713775448832967
BSU_02740,6.161513127170766,3.3800586258867322,7.73874567795952
BSU_02750,3.602223313944471,2.64810811872208,6.500075554045001
BSU_02760,0.0,2.4322056659490197,6.552121794714717
BSU_02770,4.784144639230123,7.972062549494664,6.864518416485953
BSU_02780,7.356093646335306,5.701470188452394,6.781271150657341
BSU_02785,8.777832567788979,6.753892389693551,8.975851797398038
BSU_02790,0.0,3.6355180392574074,8.871730020965542
BSU_02800,4.658362559664504,2.842697097548746,7.471996769037843
BSU_02810,5.6483191229576795,4.449843307196403,7.507479929612763
BSU_02820,7.211419923053176,5.718529840459197,10.394387714941315
BSU_02830,6.236428040559742,2.3926945326133326,7.593023542054667
BSU_02840,5.141023546107455,2.9241466996841585,6.316208809732995
BSU_02850,6.293131117306732,5.717383581602374,5.465442612651094
BSU_02860,6.393259211286661,2.982488504678626,6.398986991512326
BSU_02870,6.889375737171281,3.632191999356107,7.3940544977003775
BSU_02880,4.136058488524442,4.05990822878868,7.588453185481943
BSU_02890,8.54152700488157,5.286814227166436,5.814426015395562
BSU_02900,9.114712753975951,6.292731917645894,5.857600064384558
BSU_02910,10.025371144174802,6.453113498687489,6.181896279116462
BSU_02920,8.589067597847222,5.9062637683416535,6.437925182706782
BSU_02930,7.271415362144276,4.3337258153964,7.498237626647205
BSU_02940,6.9306984177720325,4.279849497812123,7.456420290044742
BSU_02950,4.8307677425821325,1.998385484631447,5.404391503060131
BSU_02960,3.0072116214907645,1.3425940088505723,6.53744565009646
BSU_02970,9.979290479209494,7.935513571430625,6.787324538550388
BSU_02980,7.1185490819532,6.639045123521066,6.903634038951061
BSU_02990,6.993764629065205,7.326646232514557,5.897132998933256
BSU_03000,7.556558253530543,7.176738313643287,6.830438165735057
BSU_03010,4.492191251438707,7.933534909042848,6.324992952377528
BSU_03020,4.191894523923495,5.530872847249556,6.137155712812802
BSU_03030,8.00226846948212,4.901831776701844,8.4804036716003
BSU_03040,6.081755429077081,7.495235924477052,7.3230585733909965
BSU_03050,12.36743783814112,2.787965458690244,8.463144203024687
BSU_03060,12.559027808241204,1.0759594490951827,6.946969410028009
BSU_03070,6.828867740398126,3.8927858903039545,7.025677656371671
BSU_03080,5.1905512064806025,4.044344446700996,6.9751583822520375
BSU_03090,5.739629607509558,6.208095084780413,7.18753263060243
BSU_03100,5.470836649720911,6.84415805962155,6.628312985573833
BSU_03110,0.0,5.8153910584398485,7.222936450540667
BSU_03120,0.0,5.417867999855868,6.6179095949656705
BSU_03130,8.694899068327299,6.859645424807788,6.167228913859988
BSU_03140,4.84823729822984,4.659170332235737,7.716823280102979
BSU_03150,4.927914258797904,4.378926396365084,10.908639283572203
BSU_03160,3.565268589678392,3.3865784892290645,7.039700064766567
BSU_03170,4.165070931097828,3.480788655428721,7.267438771269097
BSU_03180,4.190468786647031,3.6920027661796198,6.713775448832967
BSU_03190,5.028566675940418,9.921526670768865,7.000780911859296
BSU_03200,7.578575731146056,9.917032232340743,7.363201985839766
BSU_03210,8.27802759797533,10.154734773972132,6.60600005569687
BSU_03220,7.936095634326723,9.898584637664023,7.197391602510279
BSU_03230,7.334049833201017,7.088386289126297,7.999490788379173
BSU_03240,5.303742500198219,3.566821722233797,7.368762091166581
BSU_03250,4.297353159863237,2.758836841300744,6.825582483859472
BSU_03260,0.0,3.4375519978680695,4.91131684647125
BSU_03270,4.115728354548469,4.73036465690377,6.855676383033937
BSU_03280,6.43145881746161,4.557244274939016,5.99577092776033
BSU_03290,8.858188814114692,5.154380305876085,8.018451018927339
BSU_03300,6.829121175153507,1.9930076453492858,7.401050055277327
BSU_03310,0.0,1.3497454661069315,6.727278050664333
BSU_03320,2.1908175358892357,1.4252606348713053,7.207305849762085
BSU_03330,2.9722240350411124,2.165457594720471,7.183639192091284
BSU_03340,3.325553982559711,0.728048239194172,5.5331738910023756
BSU_03350,0.0,1.6103899217643116,5.443584899969644
BSU_03359,0.0,1.3865484000816612,7.806605410269839
BSU_03360,0.0,1.8135607594061132,7.0546115345322065
BSU_03370,7.070277080435637,2.3128806907832864,5.951301329273235
BSU_03380,6.085452237676523,3.64037205540124,7.518308630800529
BSU_03385,0.0,2.821036017414093,6.984422265510933
BSU_03390,8.43080540737279,8.610526950031618,4.261727434720661
BSU_03400,0.0,9.37270362121374,6.9714696854718845
BSU_03410,4.191894523923495,6.028800898256897,7.493771353825853
BSU_03420,6.707138600895157,4.00474464571604,4.444940690184145
BSU_03430,5.808732617942697,5.261938912615343,6.223040123548243
BSU_03440,2.5349583414095695,2.049296190469001,7.3637570213369195
BSU_03450,7.219103513883047,4.099736326329732,5.917327725464855
BSU_03460,7.174969516324488,4.512407517177491,7.625530895066613
BSU_03470,4.569818019177507,4.063352795386863,6.5292568636043935
BSU_03480,5.211709068865951,11.614929686314513,6.974816433410084
BSU_03490,4.760941981314078,10.627606419889519,6.726214356065429
BSU_03500,0.0,0.0,0.0
BSU_03510,3.80153257456572,9.846637727781093,7.463052473133874
BSU_03520,5.1286086479907,9.231679722096228,6.523372139997544
BSU_03530,4.8032801612878115,4.380196369514422,6.677512386395706
BSU_03540,6.708674221227996,4.006198560873773,5.510225560175543
BSU_03550,4.775233246389665,2.756292781427248,4.7808185786251105
BSU_03560,0.0,1.4851998475300952,7.2878718001587135
BSU_03569,5.6483191229576795,1.4789764051402792,8.628709734725634
BSU_03570,6.871309707436826,3.567335019630404,6.877056900414577
BSU_03580,7.266096841509382,3.1502801946392442,6.50090098696104
BSU_03590,6.807290060585722,5.268198066662186,6.084597886482049
BSU_03600,9.137627849308398,6.146845985219864,5.90215434585798
BSU_03610,7.172546544485253,6.514522445025323,9.771994862354184
BSU_03620,4.876668898279302,2.539985472687096,7.7138597490605445
BSU_03630,0.0,1.7830272622245864,6.934701527382136
BSU_03640,2.7670893648199,2.99440267894402,6.877918861902263
BSU_03651,0.0,3.9531003707309917,7.7760471859564895
BSU_03652,0.0,1.841264133256908,7.166369396356247
BSU_03660,3.4277750107641576,4.054719772517456,7.758971193595794
BSU_03670,6.885744076409339,9.088914705808731,6.748380387342459
BSU_03680,3.3800166691185454,4.959571043115684,7.890073183845941
BSU_03690,0.0,4.317443873591669,7.23258679007951
BSU_03700,2.5971211421028055,6.4269273265444165,7.741378028660203
BSU_03710,2.953591696291266,7.661263033196871,7.092527786981892
BSU_03720,0.0,6.701058695996442,6.226840946428708
BSU_03730,0.0,2.7511696726758506,7.782359844571759
BSU_03740,3.6211282741313617,2.1680861212287974,6.688616734514421
BSU_03750,4.6522726868512505,4.1797063868494515,6.204188786101058
BSU_03760,6.461233408374501,4.037058974739254,9.416149953239703
BSU_03770,6.3229836627793565,9.861290500591663,14.6420268377918
BSU_03780,6.090396540793652,12.805132178862621,8.080203890539604
BSU_03788,0.0,6.751863548852407,7.533333548605168
BSU_03789,0.0,7.633480412296577,6.204188786101058
BSU_03790,5.626400689622771,6.545357741605043,6.617461171663441
BSU_03800,8.292812290744795,3.9269340045629986,6.1446137800480285
BSU_03810,7.653582701409551,3.8060892066292866,8.624148575693251
BSU_03820,9.146612508471545,3.7295830464413284,6.056229152820248
BSU_03830,9.224673565270798,4.904960538556534,6.832684871870552
BSU_03840,6.365876711900725,4.510821616980328,8.358476144346072
BSU_03850,6.060989186370405,4.84161259351222,7.828979664567525
BSU_03860,4.524903728757078,6.237922556198027,6.482852077180042
BSU_03870,5.8665964266302,5.4852325577310115,8.551742124217562
BSU_03880,7.719235669065869,7.140990227640069,8.307692553006447
BSU_03890,2.7516222173239164,4.618551450844242,6.929724542345449
BSU_03900,0.0,7.824175814483322,6.843468555392194
BSU_03910,5.413361146572083,7.911485198492917,6.592573844623963
BSU_03920,3.400250966336239,9.091816248793712,6.091163649026275
BSU_03930,0.0,9.265280417906963,6.734532446064118
BSU_03940,8.275364330387779,5.721353019302567,7.222062382289778
BSU_03950,8.303240350719571,4.510525076753203,7.359080677385437
BSU_03960,8.497044625249249,4.765763797306094,5.47280621179995
BSU_03970,9.070223934482774,5.091025409526606,4.610090098244462
BSU_03981,7.659174807754537,3.055583111454027,6.353638698584642
BSU_03982,7.962927191006364,3.5143918555003695,6.859926776840529
BSU_03990,7.694062734041592,3.613676901165443,5.720499525248161
BSU_04000,4.0450959621488005,3.1980577837510142,7.140923567377182
BSU_04010,5.489468015008559,3.250839014487882,6.8900416471862105
BSU_04020,5.787638906207493,4.762062412187765,6.589493519646503
BSU_04030,5.4271225489551,4.794125103662228,7.216083186379071
BSU_04039,8.970066727414999,6.275014128453521,7.245556517982551
BSU_04040,7.376433717959295,5.506037636283836,4.530449025672502
BSU_04050,7.126195280854999,3.2533390536139057,6.756521336188764
BSU_04060,7.358620337613921,3.1552918636706666,6.952259705844111
BSU_04070,6.02271625068258,3.5205018911101384,6.028423875486216
BSU_04080,6.984598160795241,2.854059785957919,6.703361757559619
BSU_04090,6.056147444979018,2.735618529713972,6.229380553994308
BSU_04100,5.803076296266766,3.4555138588685064,6.286823834658307
BSU_04110,7.692144599291063,3.76866094959228,7.506260411423158
BSU_04120,9.714640867259227,6.760552627008937,6.6740237797722095
BSU_04130,5.8665964266302,6.732188667459974,7.179368678023245
BSU_04140,7.475152155677529,5.962250349663509,7.546145613290986
BSU_04150,7.5928090852345855,8.04105499191833,6.796792629514456
BSU_04160,6.3953088787780406,8.156407839380922,7.002839054725066
BSU_04170,0.0,5.127743411997406,7.887505519330858
BSU_04180,5.535236981362413,2.9260056482527217,6.52533099020517
BSU_04190,6.090396540793652,3.1165658558127762,5.877226438409557
BSU_04200,5.6483191229576795,3.128602209043839,6.3794595205201485
BSU_04210,4.950486228607895,4.8988514490511745,4.001840100116657
BSU_04220,9.147594273064792,9.395118896169297,5.90215434585798
BSU_04230,7.266096841509382,5.236627155309644,6.8277875502531655
BSU_04240,8.531050862469383,7.204951310036599,7.42587939394021
BSU_04250,4.320771050254338,3.414795238258209,7.070633713532354
BSU_04260,6.577862006216889,5.221110706634519,6.583598053153238
BSU_04270,4.014913527356511,4.133032183361981,6.848057633658064
BSU_04280,5.313611276024241,2.8766441915541927,5.8921296606968845
BSU_04290,4.6522726868512505,1.9947438748118969,6.684014138239964
BSU_04300,3.815251754810716,2.191097062460341,8.625287507402142
BSU_04310,3.140794978366206,1.9425198126310308,7.071214750132704
BSU_04320,7.740044024320572,6.967373700878775,6.951082379557847
BSU_04330,4.274348705431375,3.1712132046500523,7.213351092889521
BSU_04340,6.596118503473763,3.4025625955270704,6.528636262597796
BSU_04345,11.246640255554183,0.0,0.0
BSU_04359,7.764888425369803,6.6596462896480215,0.0
BSU_04360,8.311168197617532,5.788681727084443,6.415150425938184
BSU_04370,5.044737278282007,7.087667307702975,7.337029244156883
BSU_04380,0.0,4.289958497613978,7.01258210015416
BSU_04390,6.161513127170766,4.273025296947219,9.69894695406194
