Geneid,SRX030112,SRX030114,SRX030115,SRX030116,SRX030117,SRX030118,SRX030119,SRX030120,SRX040435
SYNPCC7002_RS15420,5.467490560374852,5.34694227644241,5.9115893486804945,6.573064080646538,5.0730955888712135,4.64922886473342,5.1422812566234795,0.0,6.001562758087692
SYNPCC7002_RS17150,0.0,6.864337169552899,0.0,6.789850300360959,0.0,6.31951082853702,0.0,0.0,0.0
SYNPCC7002_RS17155,6.602467554811161,4.927332683669561,7.051372509889793,6.1464139152710064,0.0,5.107971690508279,0.0,0.0,0.0
SYNPCC7002_RS15435,7.34490680552603,6.642101381484383,0.0,7.147608722872808,0.0,6.09822912623652,7.013545230799823,0.0,7.8864717607752715
SYNPCC7002_RS15440,7.009251274068133,5.898932913974571,7.459141467089559,6.812295933904178,7.600539802928152,3.3076544064541067,6.678493512140397,0.0,0.0
SYNPCC7002_RS15445,7.898457558732081,7.51382104684818,0.0,8.283391546192778,6.503466762246042,7.961138045086835,7.5663611144547085,0.0,9.760347809920647
SYNPCC7002_RS17160,0.0,5.267901752376508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNPCC7002_RS17025,0.0,5.786849098853591,0.0,0.0,0.0,4.682262722512257,0.0,8.459957192018704,0.0
SYNPCC7002_RS15450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNPCC7002_RS15455,0.0,4.046787286974659,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNPCC7002_RS16850,7.3797407521481295,0.0,0.0,5.617178189303368,6.977623546598171,5.558051713902111,0.0,0.0,0.0
SYNPCC7002_RS15465,0.0,5.4228265107998705,0.0,5.664308469448392,0.0,5.2906042615182525,7.357336881300526,0.0,0.0
SYNPCC7002_RS15470,13.00778138795332,10.078128066221709,10.3912022819975,11.24170587164052,13.254909181104114,11.6359763433183,11.18912844546924,11.18782485975446,11.74502855706866
SYNPCC7002_RS15475,0.0,5.437231044416798,0.0,0.0,7.713931324165941,0.0,0.0,0.0,0.0
SYNPCC7002_RS15480,0.0,7.55665757791621,7.717178298389653,5.505928613253632,0.0,0.0,6.935560541414988,7.2538339248780295,0.0
SYNPCC7002_RS15485,0.0,6.540900903613737,0.0,5.823795494839476,0.0,7.63806080593565,0.0,0.0,6.336631393368355
SYNPCC7002_RS15490,6.737940333998321,4.102469613021777,0.0,4.031804558134097,0.0,3.064121648361361,0.0,0.0,0.0
SYNPCC7002_RS16855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNPCC7002_RS15495,0.0,5.239746829903047,9.948805641239337,10.17154773328709,0.0,7.396038890290153,7.5833450774325595,0.0,11.261771380557315
SYNPCC7002_RS15500,0.0,6.730501788609462,0.0,6.465476328326627,6.04240793184181,4.244477328469476,0.0,0.0,0.0
SYNPCC7002_RS15505,6.871222157920608,7.068107053718839,0.0,6.414220279919356,4.518294713210388,6.318487023461924,4.586510151850321,5.870670166184853,5.436897833590246
SYNPCC7002_RS15510,5.189588564174263,5.285900046971175,7.930270060088343,6.5513248985831405,4.797419854203688,5.050205121220194,6.828584721357068,0.0,7.700812331840571
SYNPCC7002_RS15515,6.760567999485203,4.6811043678033535,7.209889254619827,4.608959412314567,5.377410085347614,5.115403906002893,5.446989010488809,5.761007282463545,6.309858141649361
SYNPCC7002_RS15520,0.0,4.788555776062091,6.908776053708212,6.264095536719607,0.0,6.318487023461924,0.0,0.0,0.0
SYNPCC7002_RS15525,6.197461776098027,3.5939625237931496,6.645066092090471,5.743214547892785,0.0,4.011054005536952,0.0,6.184595312586402,0.0
SYNPCC7002_RS15530,0.0,0.0,6.702529773816518,6.468514426392878,5.8559062108534015,4.458888229409172,5.925957700983838,0.0,0.0
SYNPCC7002_RS15535,7.093225442377761,6.709974859616528,0.0,5.3352372664604,0.0,4.873699187506549,0.0,0.0,0.0
SYNPCC7002_RS15540,7.234585267692192,5.547729145668538,6.691906736546738,7.970728452076515,5.8453656866901955,4.889950663453642,7.4843466228091335,7.22162726383287,7.775928118972993
SYNPCC7002_RS16275,7.176515246111127,9.055746702461283,6.056299700751879,7.233856477604099,7.883187241356348,5.625105638981266,6.5849116191625106,6.393123254072015,8.378172039259978
SYNPCC7002_RS15550,6.382547485626447,7.472233024614069,7.824440968308347,5.611398043591519,6.971769859288312,5.5522766072073875,8.357814885728095,0.0,7.91549616302662
SYNPCC7002_RS15555,5.357280440653911,6.331692667848664,7.106992132187402,6.59745012111544,4.963717826945366,7.255355797809687,7.455654514264525,6.32669187371406,6.878321953756967
SYNPCC7002_RS15560,7.182472604170832,5.496403567787472,6.639956052201752,11.634942959301698,4.819600834772143,6.5143482209965775,5.8638259859605615,7.169517800619154,9.805938670730905
SYNPCC7002_RS17165,7.54137039929994,6.427011570957129,0.0,5.776595817845936,0.0,7.696624235884783,0.0,0.0,0.0
SYNPCC7002_RS17170,7.13055570320214,6.019182098738242,6.588206426969618,6.522358700041964,0.0,3.4179853351739538,0.0,0.0,0.0
SYNPCC7002_RS15575,8.040492762388226,7.917523781790738,9.682315586667976,10.484004777459685,4.87282526625356,5.0140123186469525,4.941702921894855,6.233899628125666,7.365741005607815
SYNPCC7002_RS15580,5.2656461295617865,5.362092402199091,5.708416986754507,6.368535618068816,0.0,4.759880081698817,5.918038235391543,0.0,0.0
SYNPCC7002_RS15585,7.158791385341737,5.216536306837894,0.0,5.617178189303368,0.0,4.375921614346883,0.0,5.581107820826909,7.1184739551250065
SYNPCC7002_RS15590,5.541929760897235,6.901784133338527,0.0,7.641192237856054,7.919033223231066,4.722386998599722,6.775152426880378,7.09314912419973,6.076520918055118
SYNPCC7002_RS15595,0.0,0.0,0.0,4.239158787503098,0.0,4.182038119791732,0.0,0.0,0.0
SYNPCC7002_RS15600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNPCC7002_RS15605,6.9002898189543025,5.7909972756698345,6.358759225345704,6.443195538983906,5.515136712305543,6.310430403643209,6.569760197242248,0.0,6.449125299587314
SYNPCC7002_RS15610,8.18780440903155,6.080862185356785,7.642994876299903,7.216367510865626,0.0,7.476303945723583,0.0,7.179788160609378,0.0
SYNPCC7002_RS15615,15.495690494456785,13.069361431283681,16.294315954655744,14.900199122866063,16.25304304107063,12.66472825217099,15.561258932238532,15.155359183564567,16.98544214412549
SYNPCC7002_RS15620,0.0,6.266456888660149,0.0,7.182411451833968,0.0,6.352222844720774,7.048324175533097,0.0,7.921372374547754
SYNPCC7002_RS15625,7.674661715809894,4.442142516891231,0.0,4.932062917338049,8.48907520341853,5.276381674263254,6.762303223534254,6.090898222824271,6.641501071270946
SYNPCC7002_RS15630,14.27761441581178,12.671592017940656,15.486880045090132,14.568490387129412,15.284634292124286,12.064353223677973,16.103821628102185,15.45155943273504,15.3258717972833
SYNPCC7002_RS15635,0.0,4.80059664475156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNPCC7002_RS15640,0.0,0.0,0.0,5.217670341155486,0.0,0.0,0.0,0.0,0.0
SYNPCC7002_RS15645,0.0,5.132591016028554,0.0,5.0596395090552395,0.0,6.197522356281394,0.0,6.220756052281255,0.0
SYNPCC7002_RS15650,5.891668036208676,3.3118656231042936,0.0,5.125522269276232,5.494598900097703,0.0,5.564308452416778,0.0,0.0
SYNPCC7002_RS15655,8.284057281093068,5.6010341832344634,7.418859798002881,5.213344092608575,7.147744566325647,4.500650015360605,5.6527890634433815,5.96768725447537,10.409801794120341
SYNPCC7002_RS15660,6.319961575358964,0.0,6.767998592751322,6.8526847412772,0.0,4.127779890460637,5.990983997475579,0.0,6.858631502223919
SYNPCC7002_RS16290,0.0,6.198115599857828,5.781175670079719,6.702067955721338,5.9208796035049875,6.333815833408135,5.013490945851265,5.325186723098605,6.858631502223919
SYNPCC7002_RS16595,0.0,6.091125459380466,0.0,5.039213907466104,0.0,6.649161188550385,0.0,0.0,0.0
SYNPCC7002_RS16600,8.472965326202502,4.812746465584245,7.9277471880329236,7.279607324680044,0.0,4.682262722512257,0.0,0.0,9.016045492361918
SYNPCC7002_RS16305,0.0,5.186457533073643,0.0,5.113425556687947,0.0,5.36804477760208,0.0,0.0,0.0
SYNPCC7002_RS16310,0.0,4.6792619460409455,0.0,6.371560831049645,5.948870878984742,5.329968998491689,6.018997339817916,0.0,8.463657536455283
SYNPCC7002_RS16315,6.319961575358964,5.217632682515843,6.767998592751322,5.144555486961505,10.541692360505358,3.583501148904257,5.990983997475579,6.307080577709307,8.435282494037205
SYNPCC7002_RS15680,5.971814429447009,4.87519896536701,7.41006076210075,7.082646314798447,0.0,5.935807824422996,5.644114601502231,0.0,0.0
SYNPCC7002_RS15685,0.0,4.784566039669061,0.0,5.113425556687947,0.0,0.0,5.552117789749262,0.0,0.0
SYNPCC7002_RS15690,6.616131949017824,7.80627908601061,6.653624073676156,8.071081949490193,6.534009299826777,7.409763112771369,5.304652215408838,6.922177734507366,6.744189864678857
SYNPCC7002_RS16320,0.0,5.444975499421814,7.260315400943641,6.204022174665993,5.426972735454873,4.348552514909207,5.496608205539026,0.0,6.35999237482942
SYNPCC7002_RS15700,0.0,4.058189775712712,6.560612095620592,6.96422295907642,4.742346925979886,3.0227681047707713,6.361285459677724,5.121345241429598,0.0
SYNPCC7002_RS15705,7.255976502263594,6.553527383174931,8.702883922041107,7.64011253451166,0.0,6.229269069409641,6.924761509636247,0.0,0.0
SYNPCC7002_RS15710,7.890031547015383,8.30935393365605,9.339076831621824,9.909223129921712,8.941384690705203,6.697805804632131,8.875271425463154,7.46404845804655,8.018829403161623
SYNPCC7002_RS15715,4.669621407390543,5.738012656688747,0.0,7.048613909761161,7.216602530692585,5.059685743246458,4.350628136383262,0.0,6.7545345573589035
SYNPCC7002_RS15720,9.897310572594916,7.098406813692525,11.0274709156354,9.492742724985616,9.673216002927056,7.1096349693557634,8.980025374911554,9.300079870375493,10.119523206242453
SYNPCC7002_RS16535,9.560736569581351,0.0,0.0,5.229274376046143,0.0,4.210046944956889,7.647407265740629,0.0,0.0
SYNPCC7002_RS15725,7.0804673854333275,9.559657467356704,7.943588610900378,7.3539381780326964,8.08520650312832,11.483707923321498,9.15367201308784,8.062131285217017,8.355502137266713
SYNPCC7002_RS15730,5.281378344603037,6.9394959960113765,5.724259556946934,4.130033751487732,8.165836706077618,7.054595332954856,6.510997133047204,5.268670234202581,5.814028644011853
SYNPCC7002_RS15735,5.170001606017732,4.795767328984786,7.177237699561582,6.173277692396788,4.778006435810291,4.174932876587694,0.0,7.708194694992028,7.2680715086957255
SYNPCC7002_RS15740,11.308187455654997,5.6735478397834616,6.819165907397002,9.404872182383752,6.960134390389387,5.8565149213852274,9.34390306317728,11.095923852413076,0.0
SYNPCC7002_RS15745,0.0,5.11213405983486,0.0,0.0,0.0,5.550356920030022,0.0,0.0,0.0
SYNPCC7002_RS15750,7.904102596977298,4.662793669932922,0.0,7.624328087858068,5.932008866502932,7.477271850360022,8.982291056315526,10.208170306126785,6.869849691716507
SYNPCC7002_RS15755,0.0,4.9815593684328965,0.0,6.29355567067804,7.66084073320155,5.825296907619099,5.751968550068907,7.05644979755917,6.617738046291882
SYNPCC7002_RS15760,7.865047261886306,6.998255192337572,6.520205871687235,8.500728251760721,0.0,6.775358339948387,4.771629655625441,6.060229918245369,8.185773453081625
SYNPCC7002_RS15765,6.9256879380449075,5.81614938007303,0.0,5.742369069498169,0.0,5.6831382617299875,6.59510359151376,0.0,0.0
SYNPCC7002_RS15770,0.0,5.171795525404067,6.721314138020894,5.315150648443168,0.0,5.828641918640945,4.967849276105234,6.839237893862697,7.805485710930779
SYNPCC7002_RS15775,8.117170064075628,6.999823009006677,0.0,5.363861528220689,0.0,6.6048399847493,0.0,0.0,7.082046594249833
SYNPCC7002_RS15780,5.871320156446013,6.1583822570538524,0.0,6.084313056770425,0.0,4.394708115016773,0.0,5.858498979804867,7.399389877563879
SYNPCC7002_RS16325,7.199632353170813,11.977576143766543,8.383985699357964,10.922657803025086,6.2193935815559325,9.801406516188544,7.600533512924425,11.068182289444714,9.473138116858737
SYNPCC7002_RS15790,0.0,7.025001152451081,0.0,5.8268714627924325,0.0,7.073525531257338,0.0,0.0,0.0
SYNPCC7002_RS15795,0.0,7.181875037306564,0.0,6.307728854600933,6.682167038376993,6.0581886838880665,8.32875828542197,0.0,7.624656222460505
SYNPCC7002_RS15800,7.961812806334595,6.676801618706053,0.0,6.770680952197192,6.977623546598171,4.193168967281472,6.059182982290696,7.366774420084184,0.0
SYNPCC7002_RS15805,0.0,4.927332683669561,0.0,6.816828039182152,0.0,9.269493324942053,0.0,0.0,0.0
SYNPCC7002_RS15810,10.924020421346373,5.917005361305773,11.514185276373588,12.647727413944981,11.554460022403706,5.9508367395120825,12.334049272821535,12.610903047544028,12.669489919454637
SYNPCC7002_RS15815,7.790650298757128,10.185462885208599,6.834688310497117,7.2197150030317765,9.87259148725158,6.448633758547454,7.62768923728914,7.103531891183197,8.332957862499061
SYNPCC7002_RS15820,0.0,5.052545974117155,7.179722930991608,6.754040418563517,0.0,6.5883854649916245,0.0,0.0,0.0
SYNPCC7002_RS15825,10.586520830622273,9.71537975979995,11.039178747339543,9.903055796663503,8.961166087729175,7.527080800562586,9.768141958218017,8.76849437024965,9.909048100531217
SYNPCC7002_RS16330,6.609283239469692,3.980432609991067,0.0,5.429688836229943,6.209141935282033,2.950356717956539,0.0,0.0,0.0
SYNPCC7002_RS15835,8.805172219307225,5.7063830583461606,7.264269328029926,8.068153328190297,8.20925990617108,6.616624918047318,8.28027734636105,8.961719855277575,9.15618611197638
SYNPCC7002_RS15840,6.582215534245271,6.200340870822129,7.031063781376595,3.8846476010708617,0.0,5.750183669736004,0.0,0.0,0.0
SYNPCC7002_RS15845,7.502412938856256,0.0,0.0,5.738149375810862,0.0,0.0,0.0,0.0,0.0
SYNPCC7002_RS15850,6.435907032123958,5.738012656688747,0.0,6.4594196949875995,0.0,4.238675074955594,0.0,0.0,6.9750169211528945
SYNPCC7002_RS15855,6.938559518007559,6.237576271349608,0.0,6.16344942621614,0.0,4.165519630913804,0.0,0.0,0.0
SYNPCC7002_RS15860,5.610524791320598,6.349502450296322,7.625885802603049,7.199288213863929,0.0,6.704831086666102,5.284519118074898,5.5977479614563945,8.713450507242463
SYNPCC7002_RS15865,9.407366822431088,5.72436883146173,7.061636760812543,6.006852558175885,7.784485318528693,7.223054323390916,7.855422321933651,7.179788160609378,0.0
SYNPCC7002_RS15870,7.906933490679238,8.227059171910826,5.795077517305055,6.1379731267295865,9.866768383322123,10.340387351378538,9.443783156646402,8.62848045864206,6.87266815952985
SYNPCC7002_RS15875,0.0,5.295195878727569,9.421415232354509,8.47229932827542,7.569094849639334,5.163279300747187,7.960461862182115,5.976450937994559,6.5264910199975095
SYNPCC7002_RS15880,0.0,7.270546087876444,0.0,5.9865650523573954,0.0,5.927155014315774,0.0,0.0,0.0
SYNPCC7002_RS15885,0.0,7.653021439532128,7.011041256753954,5.789651174580117,0.0,6.962491910747394,0.0,0.0,0.0
SYNPCC7002_RS15890,6.249415943831111,6.347092525869234,0.0,5.592449196306311,0.0,6.623474325173619,4.382573735276783,4.6893484012196875,7.199569838142333
SYNPCC7002_RS15895,6.04306530782464,8.224320270439065,0.0,7.767646320455167,0.0,8.33129989056516,0.0,6.03021901124614,0.0
SYNPCC7002_RS15900,7.2505984891307715,7.348904413981894,10.087647987282796,13.395031384219505,5.861206519426743,6.368900179059652,8.611557259543662,7.557654483671552,10.995610407925795
SYNPCC7002_RS15905,0.0,0.0,0.0,5.933215790235366,5.989025604496393,5.1531856244134016,7.048324175533097,0.0,6.927311324148267
SYNPCC7002_RS15910,6.197461776098027,4.5329520137380905,0.0,5.428004192898806,7.779328617046884,3.4701518957200896,5.868899211646802,0.0,8.311535579762563
SYNPCC7002_RS15915,0.0,5.686203538430556,7.505274894188151,5.29797698584476,0.0,4.5838275078606445,0.0,6.053246993919398,0.0
SYNPCC7002_RS15925,8.02810310037698,6.072705369395714,6.9026226565152715,4.710226838977706,5.076096410377228,5.330400211824708,6.7028128803064435,0.0,6.004607134553265
SYNPCC7002_RS15930,0.0,6.243305105767174,8.803735747546748,7.571627069146115,0.0,7.418986539100743,7.025043876484666,9.33678084417624,7.898010958924077
SYNPCC7002_RS15935,0.0,4.995462469873086,0.0,4.922729880466343,8.257733082647313,4.8643792416909895,0.0,7.652078484436141,8.207179957506996
SYNPCC7002_RS15940,0.0,0.0,0.0,4.868047688508894,7.206231240510415,3.8603181462638454,0.0,0.0,0.0
SYNPCC7002_RS15945,0.0,8.050384137254015,8.473362731529146,6.251873624567899,6.048467010581301,6.847978365521618,0.0,7.426788761363334,6.987198061767325
SYNPCC7002_RS15950,0.0,5.11213405983486,0.0,6.017107760108488,0.0,4.025688386869977,0.0,0.0,0.0
SYNPCC7002_RS15955,0.0,3.7344996609149343,0.0,4.607120825119435,0.0,4.858818070657847,6.018997339817916,6.335181115793494,0.0
SYNPCC7002_RS15960,6.31718182941115,7.1854614504652226,5.778411892167058,6.919687742390409,0.0,7.137729029915669,6.565580148135744,6.304301148070163,7.849599540853172
SYNPCC7002_RS15965,0.0,7.422479068351864,7.495928095596722,6.848965113256856,5.658921966356239,8.103197453363533,5.7287976856918,6.0439902843024,0.0
SYNPCC7002_RS15970,7.18452088204758,6.963183603482217,9.699604883964232,7.630956452919724,4.512360897220414,5.3660294044035615,7.335288135722426,7.432931503728375,6.414016108955117
SYNPCC7002_RS15975,5.989289688262427,0.0,0.0,5.79403032516256,7.156587509348911,4.509163330682224,0.0,5.976450937994559,6.5264910199975095
SYNPCC7002_RS15980,5.580709533775769,4.891275383378014,0.0,5.13039119339967,5.185522738258314,4.760524692416104,0.0,0.0,0.0
SYNPCC7002_RS15985,0.0,4.302098005108759,0.0,4.230854321197052,0.0,7.009645345513324,0.0,0.0,7.48788352524044
SYNPCC7002_RS15990,6.04764131997353,5.6678331942438085,8.068920809626832,6.071069818352552,0.0,5.033794476333769,0.0,0.0,6.585126969305439
SYNPCC7002_RS15995,6.510347599763954,4.837380704086982,0.0,3.817037700060213,0.0,2.8636950709565587,0.0,0.0,8.044266905072472
SYNPCC7002_RS16000,6.345229519813481,7.434671911436663,5.806299859118821,4.208965693979907,6.9342981131490395,5.966118714142465,0.0,6.911327818330969,0.0
SYNPCC7002_RS16005,0.0,0.0,7.106992132187402,7.040930669512715,0.0,3.899678095025517,0.0,6.645020634605011,7.197795380883878
SYNPCC7002_RS16885,0.0,6.56430021262061,0.0,0.0,0.0,3.9266175936117187,7.347648552551862,0.0,9.219212182145386
SYNPCC7002_RS16015,0.0,6.56430021262061,7.717178298389653,5.505928613253632,6.864904757662857,5.042848181216116,0.0,7.2538339248780295,7.808203312797487
SYNPCC7002_RS16020,9.056573759280264,10.23740738219011,10.093056517781546,9.302326251824,9.236297026617011,7.719272545189415,9.721902256523666,9.04355335505896,9.600078827757356
SYNPCC7002_RS16025,0.0,6.559981215847392,0.0,6.167740824265694,0.0,0.0,0.0,0.0,0.0
SYNPCC7002_RS16030,7.6507747224379745,0.0,0.0,5.884635800283512,0.0,5.825296907619099,0.0,0.0,8.192873480266242
SYNPCC7002_RS14205,7.512411348845149,7.307702497483848,9.433418060535361,7.392495382521618,7.110047995593418,7.158953251873385,9.325073247936677,7.49943810408024,8.054282616210529
SYNPCC7002_RS14210,10.093656883337738,12.564062344404467,9.5471763344494,9.558608119996691,8.690909859964648,12.081606880095116,7.765313324919149,8.084615257309798,11.958983366118966
SYNPCC7002_RS16780,0.0,6.688560130516772,9.422902679181647,6.614159006932004,7.983715543661203,5.164727370414394,7.060108930634831,7.378576872149968,0.0
SYNPCC7002_RS17245,0.0,0.0,0.0,6.112951422090832,0.0,6.631163439929302,0.0,0.0,0.0
SYNPCC7002_RS14225,0.0,5.337931765183083,6.890395353703044,6.245802296933066,0.0,4.9506718371818845,0.0,0.0,7.975373237721798
SYNPCC7002_RS16260,0.0,0.0,0.0,6.737388756746723,0.0,6.84594254646585,7.183662545241768,7.502307565077631,0.0
SYNPCC7002_RS14235,5.420006606789046,6.2811228204594185,6.851369242232403,6.862717522171673,5.025962533128648,5.280014443579453,6.0738192427688755,5.4072676333915,6.942047828125475
SYNPCC7002_RS14240,7.668652417650318,6.667822646099815,7.124829150357914,7.13619448089496,6.854110207273001,6.159840917749913,6.345724051867553,0.0,6.225314020735816
SYNPCC7002_RS14245,7.744762950267978,4.761852554632706,8.195860289936315,7.102491312000728,6.0333682161549955,5.511020369228782,7.895849067761427,0.0,7.553114620151712
SYNPCC7002_RS14250,6.3181078013202585,8.829881432934712,6.187788123830215,6.341597277713848,6.90706209792836,7.748088625083076,5.415485530894449,5.729357629445076,7.268692673275844
SYNPCC7002_RS14255,0.0,3.476509709070167,7.509971354024993,5.875305521882154,0.0,4.281340635157082,0.0,0.0,0.0
SYNPCC7002_RS14260,6.737940333998321,0.0,7.187204775116323,4.031804558134097,0.0,3.064121648361361,0.0,0.0,0.0
SYNPCC7002_RS14265,0.0,3.8169082565104775,6.884320997671192,8.033410986867148,5.058190059417014,6.758506035767604,0.0,5.439729524427122,6.9750169211528945
SYNPCC7002_RS14270,5.020506839083598,7.858132670961363,0.0,6.297709449178691,0.0,7.443500652558285,4.698357737561871,0.0,5.550825542037313
SYNPCC7002_RS14275,0.0,6.932800083334653,0.0,5.870663690176289,0.0,6.387708117090146,0.0,0.0,0.0
SYNPCC7002_RS14280,7.192743604096114,4.537908870196881,7.642994876299903,5.433064317256072,0.0,4.408482099418354,0.0,8.174804334636674,0.0
SYNPCC7002_RS14285,0.0,0.0,0.0,7.580916005063256,0.0,0.0,0.0,0.0,0.0
