Geneid,SRX368713,SRX368714,SRX368715,SRX368716,SRX368717,SRX368718,SRX368719,SRX368720,SRX368721,SRX368722,SRX368724,SRX368725,SRX9848492,SRX9848493,SRX9848502,SRX9848503,SRX9848504,SRX9848505
SGL_RS01955,4.119651527348104,2.403429311765161,3.28621317824133,1.0357997961757197,6.16044508765619,3.3930541089085953,5.106109221555491,2.3300540265372036,2.6293047992200727,3.065250322999499,4.202136738281316,3.3731150757845056,1.2989977126119285,1.1430556839880812,0.9453613505059476,2.583137275052203,2.179278219571813,2.8019069233198017
SGL_RS01960,3.1717033434373723,0.9535244882141732,2.3551641130865066,0.0,4.849893924249268,2.7372794351098793,4.285558470882486,1.7516456574184898,2.9732427656394256,1.5245515776691891,3.976762368103138,4.662044308514032,0.9204667911547454,0.26924692085901425,0.3593997488643847,0.413245331079508,0.397503727426546,0.6857403648939285
SGL_RS01965,3.457170968321424,1.8031601025159485,2.3515548591102005,0.0,5.530588025442119,3.170709479313816,4.168384568966851,2.736426009358709,3.8578618887607767,1.8052339400818789,4.860573300756884,5.138466722418959,1.3122344979805467,0.34791712422403553,0.6452653753801159,0.7323091306929168,0.7070681180483125,0.48997951468782097
SGL_RS01970,2.5810257575804947,1.8732414073495856,2.328896834529824,0.0,5.186531145125086,2.095665245687357,3.1926919036416064,1.8848103875188853,2.0600070408665334,1.8753547095093301,4.429904015945068,4.270947314658632,0.39763688963398724,1.1156962916278748,0.4877454151580579,1.845558563950835,1.7028199054715796,1.4491981828020069
SGL_RS01975,2.642708525615345,1.1163770335009418,2.4573193464697574,0.48570511944351125,6.161271324123184,2.5508227945088175,3.2913077095545185,2.3927106318543117,2.7046594908429418,0.5539987767248642,4.46306420790549,4.738096330763901,1.6393645162535626,1.4269503393941068,0.7093112420430856,1.899162271049576,1.6850032170937046,2.166996682058798
SGL_RS01980,2.570599799203465,1.7270294923262404,2.5260943514545766,0.0,7.016911833662434,2.691956718158425,3.6334921776853575,2.17122648206191,2.313751753096011,0.0,5.986486896409311,6.5890670476360915,1.0711561282494035,0.9151433708901014,1.151368970589613,2.162649077420565,2.1767986899892535,2.9198233636495687
SGL_RS01985,2.0781009893423392,1.3259661751921101,1.8006794782747515,0.0,7.244275360372856,0.65077192361971,4.476674033248701,0.8170894045361244,1.0446087819174128,0.0,6.459234456732213,6.3497073472198835,0.44265661003737455,0.7314212524579171,0.29582859108794035,3.036441033306799,2.8836819389564554,3.464161668286632
SGL_RS01990,3.7450249159859643,3.2421673794578414,3.98887452820674,2.9313723027705505,9.028879343407347,4.4912419718748815,4.798961607814549,3.0159858681294613,4.641357854515906,2.6621570991414196,6.9082104342324016,6.85135248036255,1.7738838168882163,2.0443770677347457,1.4608126995668957,5.806533755055698,5.47784885758908,5.854628195756329
SGL_RS01995,0.0,3.308606590512496,1.7853601378776194,3.109664152194035,9.282912358563248,0.6429911917537967,3.9036477119471655,1.3225757674664476,0.33544370082904884,0.0,7.275972718510134,6.837617526526134,0.7719441128485941,0.4062602124596837,1.2297778497990544,7.664597411273972,7.6770823940421,7.873075321198261
SGL_RS02000,1.5999131540253695,5.097906070246674,3.4483395009321445,4.572097756237794,12.465059464779252,3.762911675144864,4.488380977915868,2.1248305357010806,3.2542148790776464,2.2652326055781935,8.431434491037166,7.2740800642178005,0.9301093439819317,0.6998069175764771,0.8958784632992125,8.166269377578184,8.004394589752666,8.465196482299358
SGL_RS02005,1.9314585598853178,5.871224642448863,4.504165740635605,7.65844863869403,9.823792080409502,3.376774708802958,5.5432769536757105,2.0812642587637136,1.6113258459050608,2.005193485415329,6.490476047627754,7.093164072777563,1.385673639327664,1.3119848822851226,1.24060555838792,6.743295896495133,6.909477482727613,6.921335567841513
SGL_RS02010,2.832438371246346,3.9370212552555306,3.247128794295226,4.061753413762243,8.667871447326997,4.052713173587428,5.1043139670566315,2.763420976133491,3.4720543291900645,2.7523576764296114,6.825579796202252,7.608523726394858,0.6283902175908718,2.0483411565941902,1.3542910073421923,5.524221380061094,5.376358272487472,5.524207374379198
SGL_RS02015,3.038328243105612,2.3360350009873825,3.746378047383374,2.4919411111709397,7.874436593722895,3.51922745153761,4.931670000232556,2.765490573340272,3.655462524460368,2.9564577760254553,6.0212923906073215,6.41811055829858,0.9744318076124058,0.5295884035408496,0.9390429503886154,4.6379977912467805,4.438689530813125,5.168633133536385
SGL_RS02020,2.330748698701167,2.734399721069665,3.103376381828773,1.6568061544210895,6.3696280493862965,2.843774527607503,3.612349288513299,1.6886054238159511,2.2189947755732606,0.0,4.7333944187374275,4.586779148184894,0.0,1.4069282406331962,0.8148443680168755,1.960721235538854,1.5436413142818741,2.4569405140505842
SGL_RS02025,4.908201202842404,3.5093819837326037,3.9805766462997685,3.8829804305958215,5.879173312886235,5.988825068870371,4.086589337531076,3.891834768231529,5.311424319675812,2.5188173699244305,4.6126374243178025,4.6734244785330326,1.5970297092907586,1.962061692203526,1.1912531702150493,2.1465674077848034,2.32135917792066,2.2268991269870697
SGL_RS02030,3.564487004739861,0.785409187169323,3.0964564110130097,0.0,5.294026452670539,3.403133475696716,3.652070457020864,2.1017082848913433,3.2551287912822704,1.9635333573320701,3.4949510421339296,4.223535287351016,0.4274390826761721,0.842027064225164,1.8570348834560542,1.6087798978978078,1.154057264749633,1.7444318127740666
SGL_RS02035,4.152369286320101,2.685580643782897,3.6178914254557677,1.6177055815816803,4.944916421572215,3.308232243642563,4.6678937151116955,2.947546199900053,3.50140767312898,1.1439523346351492,3.8865458823216485,4.280984355408946,1.723222756307635,1.2955997282487415,1.4011468858337228,2.072753113766886,1.7881552552879183,1.9052369809133531
SGL_RS02040,3.258801973452899,2.890217654099822,4.218682305594711,0.0,4.765440656695475,3.335901653026683,4.3651826183676485,3.1868272740068244,1.9362389226874681,3.4114441793834773,2.9871874474574844,4.363946015128594,0.8189935327552413,2.173977145325235,2.2852510320196218,3.627216500637627,2.0903634030737352,2.2160808186330705
SGL_RS02045,3.9688970182051904,1.9774366743212455,3.599235511232403,0.6409309644953366,4.293559071246993,3.491606301934347,4.346663116768985,2.6883701253713794,3.1419857079264917,2.300163353838771,3.6654498982539776,4.243960999417512,0.8301459822607656,1.5860820514122367,1.1901521710702307,1.4510222921941764,1.218330165677182,1.3130414121340404
SGL_RS02050,4.478475159220448,4.037192737343924,4.046955828985535,2.926845114266629,4.0166589017589,2.7722278251855696,5.7271261779433615,3.806373957018493,2.8538985156249055,3.653827885165072,5.602620700814878,7.152605943922504,3.432573715698344,3.787282231967293,3.419774243856266,3.91693723434357,3.9205816607820054,4.110872973028639
SGL_RS02055,5.693613502030311,3.734137952961453,5.565751410210208,0.0,4.273204382994736,3.6971252951170626,6.415306194152065,4.230852544268684,2.6484081294383066,3.00842957395049,5.788439647366096,5.270248209888228,1.419982136964812,2.159124699877618,0.6145147277815038,3.6814324349801852,3.222950105115276,2.4774939960822784
SGL_RS02060,6.352427305050861,5.226592361203492,6.795936075818201,2.448941205597725,6.965429040406235,6.299760890704327,7.084013624421699,6.144530073105426,7.768702483068473,6.788515509732217,7.9286835336705535,8.317578340917862,4.381885293513773,4.035305995329273,4.193521542094315,5.243069639449624,4.778697252866967,5.012916501041429
SGL_RS02065,6.918175342632025,3.9961726325573586,6.4922531237738115,1.4375556517342423,6.523482766112959,5.9954555465958945,7.175121171980266,6.171512585877739,5.479021011274521,5.1281396910955985,6.5912456564975175,7.14067820392688,3.291575905814232,3.507961926746807,3.722262192030366,3.7206046424941333,3.6023558208245294,3.6059697112438296
SGL_RS02070,7.962507035474414,4.691103020209458,7.092267559373851,0.0,8.674455530772352,8.129757305646132,8.243203697271484,7.351386074886999,9.693778076418798,5.940837605020021,8.711826770279238,7.202445002629158,3.9420963418072676,4.177678922362437,4.138160365693775,4.7073782295413125,4.899018722763279,4.897763322210273
SGL_RS02075,5.577600941100246,4.090392546790786,5.8088615653118705,4.347457399461603,4.618426701825998,4.8501661769745406,6.391629339302526,4.105353225155223,3.348794105103762,5.532298539431341,4.864038715076968,4.904066636151638,4.239446762945219,4.46440311919042,4.578619270363873,4.109416309836171,4.559962780426457,4.1737362064833725
