Geneid,SRX2492746,SRX2492747,SRX2492748,SRX2492749,SRX2492750,SRX2492751,SRX2694285,SRX2694286,SRX2694287,SRX2694288
SGL_RS05255,14.029558990576037,13.92864885740652,13.819445617392219,13.563487521038361,13.038349796742189,12.898908846555221,8.852305775418301,8.844582543848677,7.944216085479152,8.038150901815508
SGL_RS05260,14.206527186134123,13.963514608675448,13.894376544706919,13.386001614023826,12.409363864404721,12.172741419549897,10.247007963845437,10.12979883148661,10.581641092528084,10.771066242171361
SGL_RS05265,6.834656539008228,6.202128139019914,6.441400116555999,4.820730863734278,4.157847595474917,4.664092798880257,6.1855207512626835,5.744414105062643,6.244732038097996,6.396013291964604
SGL_RS05270,6.818888248050922,6.7731720711399985,6.6673711231025425,7.17225408958446,7.321742778454733,7.396151264995398,7.120122211043587,7.0136468222074,6.619977778492052,6.600906988927982
SGL_RS05280,5.676390106121523,5.353476525274842,5.543227059951755,5.802780144179363,5.642309631341098,5.805180437432302,7.083499866351519,6.255852994528422,5.6262965001159895,5.057024374953457
SGL_RS05285,7.616207270267141,7.32511075746962,7.703166574949288,7.601737671182308,7.932398910673118,7.813254799746615,5.19615989129687,5.2322742960940785,7.9733526670030015,7.960246090886886
SGL_RS05290,3.587120414396413,3.3719384668928125,3.8353137307320395,3.7058144665682904,3.4145601272698443,3.786354819769019,4.641965849650542,5.063829135761889,5.8899415381594356,6.437445446084757
SGL_RS05295,5.37540148894491,5.864677067078972,5.362567688391323,5.9303079012869455,6.280036664583544,6.484929206559974,6.586938887752222,7.093500798592637,6.287885395607388,5.644283846075693
SGL_RS05300,6.039655890005925,6.730593307069451,6.2421182566067985,5.737301199753728,6.551283536422681,6.616776006156801,7.943340609733128,7.96062149591433,7.84848163429604,7.752136837595006
SGL_RS05305,3.811276987528391,3.897534617541715,3.7856127484898003,3.472639122784025,4.126436610705915,4.067115632563911,6.300801733137011,6.23331077173162,6.304193908873872,5.291899435572727
SGL_RS05310,6.056639918162355,6.145197065880773,5.922081947368038,5.9740565313709615,6.180066608878539,6.246145584748959,6.974086080017462,6.893222815866162,6.59699229818365,6.404420202310839
