Geneid,SRX11490741,SRX11490742,SRX11490743,SRX11490744,SRX11490745,SRX11490746,SRX11490747,SRX11490748,SRX11490749,SRX11490750,SRX11490751,SRX11490752
SGL_RS01960,2.541653898266443,2.426708850167496,3.200371921229247,2.9685491189830175,3.0381185493466405,2.8475299423120446,2.1854799366455704,2.5062521443292525,2.3146568079056595,2.6333840828524795,3.1411116694263437,3.3546380361086134
SGL_RS01965,1.9746530551067718,1.8743311768821564,2.3561561432327376,2.6207507884386816,3.0157041887401435,2.4383819641114433,1.957030182082417,2.4878124830580237,2.717402959646602,2.8955085552118858,2.8556300301450905,2.696270191653155
SGL_RS01970,2.6530462404072988,2.039714522475069,2.9281301901813186,3.149178516012637,2.6672171654521266,2.6720987683867743,2.21549552991309,2.737788723144736,3.0935522257177914,2.609761703292185,3.088751437193565,3.046100162902098
SGL_RS01975,2.5558291436333684,2.585738265401459,2.799911944046668,2.859826869717221,2.905598128541837,2.87460684704023,2.588737560609555,2.689059411203056,3.1228191786749937,3.120927288740284,2.9687041275077517,3.2806635099183765
SGL_RS01980,2.8655607591640777,2.867503220719142,3.156964095022427,3.368995280868114,3.3893620577266823,3.202219247265667,2.919484241760289,3.466156186318218,3.896370665563896,3.7674566312382654,3.6248398286258094,4.001515069509029
SGL_RS01985,2.184994377430042,2.6511325897163474,3.1436181476126777,2.447212443208408,3.011784594959651,2.552003994336588,2.4439154089559394,3.818866320264161,3.5867312083817504,3.3150151004304567,3.3839633574052015,3.7357918761986304
SGL_RS01990,4.000903597800252,4.135075026509557,4.630870356846644,4.682263538092023,4.687986177497843,4.586325085838603,4.832014916296083,5.069703072711004,5.03599745992042,4.933512600106588,5.1833268113353945,5.308395589339939
SGL_RS01995,1.2082125004301516,0.6582349739628421,1.9289325211044686,1.462080382799205,1.3170897874792464,0.5648577852283772,2.5850639901166206,2.2773555093612723,2.86807313438738,2.473017257442481,2.7180259958781217,1.8033275054511166
SGL_RS02000,2.893039890528335,3.1322549919829727,3.110158259612331,3.147357356939958,2.8164527216817805,2.4040130332172387,4.1855777235869684,3.9134253423147767,3.9801823751510623,5.153206895460024,4.512001630988763,4.791162789780045
SGL_RS02005,2.3487459616305753,2.2652369980370795,2.0080551509383255,2.6965468483296364,1.707891236576454,1.8274378768328787,3.3479908352674794,3.4257346139766653,3.473454163390871,3.470973650124038,2.983535544761056,3.09910055296934
SGL_RS02010,2.6762268397977693,2.04334932144212,2.1762252706291347,2.3396207083022125,2.835316068210428,2.2874302269957294,2.5414740989563755,2.5019687609266086,2.9032156152957826,3.4137053620514397,3.49603088448699,3.7011641018606727
SGL_RS02015,3.0439617285288665,3.234112647666572,3.7141689990242828,3.2493468445314826,3.552772387568811,3.2799890241620466,3.708726121109352,4.284650160559026,4.305634330904746,4.781907541816436,4.788188592668918,5.005760982071733
SGL_RS02020,3.5511923544019632,3.901716453047742,4.188185196046317,4.494370426904355,4.347556312567534,4.297108996899833,4.43513645983349,4.168485241365445,4.382029373484311,3.9716706510170905,4.215580670459585,4.221276396615778
SGL_RS02025,4.055620482147329,4.102662142330478,4.383181931804493,4.333635016463592,4.699522929967128,4.661592172876376,4.137350437169373,4.1452607007926785,4.06148014677222,5.088497270193535,5.416164870822171,5.537238166854493
SGL_RS02030,3.2822708592381096,3.549332471433234,3.735035769984672,3.379740347495545,3.2814922766493515,3.7418949773236467,3.1069705381108803,3.2589568613826083,3.399677260725641,4.117815681947049,4.009664515235215,4.193346215010752
SGL_RS02035,3.404903056940262,2.966735094422027,3.4950926197578625,3.6617843365582035,3.7148746759705085,3.37209874010428,3.23072251221725,3.803667226899744,3.4916532919453616,3.9612954684210715,3.596006354206059,3.7716199745438024
SGL_RS02040,4.346471550557866,3.998706951348126,4.522592738604294,4.644383146964824,4.653312541341318,4.473840268104758,3.9865250382880677,3.873271364490352,4.1403173257952695,4.280640951040673,4.830469218140874,5.026852469931461
SGL_RS02045,3.7430948295971067,3.8427145519125476,3.8036451628350187,3.8964454923671625,4.074814043391913,4.342188005933211,3.408727039201534,3.3654639785373854,3.965637500645048,4.729107068055637,4.595330625279437,4.710742220710046
SGL_RS02050,5.090761295272219,5.322835698088359,5.453671839710094,4.994678963337898,5.189742460778225,5.1799851979295966,5.545566360531937,5.0900554830633915,5.367698511310006,5.012027801377537,5.474352570614305,4.804142656466013
SGL_RS02055,4.9782474266353995,5.052183307513565,5.439393150264684,5.411665503117396,5.51566505100662,5.367865033621105,4.827167644909965,5.251893509429121,5.162722834107059,5.743031855708924,5.179524235539709,5.214315523231143
SGL_RS02060,7.523923923278212,7.179282108805353,7.7491001996334035,7.665755816293277,7.768589330910153,7.858372429208871,7.0968531618645185,7.29580083023475,7.794028750033192,7.496406450136827,7.503309554032067,7.672563171661809
SGL_RS02065,7.217935239652333,6.982128664489972,6.938209690423008,7.061898492379511,7.066927390684063,7.236823166914428,6.185624282854835,5.982085720817439,6.1172051346753085,5.737603523631893,5.462611358159032,5.806971631894785
SGL_RS02070,8.297618070054355,7.663114124819979,7.648070841933756,7.779787901098587,7.880408214113403,7.771933386069183,6.0106294371718585,6.410408836928807,6.5130390548462795,5.958392392917333,5.3043239488368785,6.132789803865756
SGL_RS02075,4.965187829059032,4.862854231109771,5.046423373729946,5.41422469145957,5.405052572855886,5.176800782177574,4.631128528039553,4.757059923048724,5.1443936493208735,6.239951563517023,6.313279692146909,6.248494821641664
SGL_RS18635,3.3753644463373176,3.486001464629124,4.00611887411039,3.6691435022744265,3.684734404031482,3.58176690228811,3.4382411456668605,3.0604372871447887,3.1723709434908147,4.065497563881565,3.838802278257111,3.5835560843229555
SGL_RS02085,3.442884399983735,4.390004996906352,4.149621700833297,5.195019546352279,5.193416271648286,4.999760011505152,4.497364835716552,5.418333491199237,4.9285132185968745,5.370612981190157,5.305204118043436,5.282376561719985
SGL_RS02090,5.6726836719039095,5.884340419615056,5.756654088749969,6.018227971987932,6.059428409685452,5.812720056647409,6.267843257495701,6.397669664703252,6.151086401845801,6.183776042702501,6.3380959312865714,6.26215487572668
SGL_RS02095,6.756413365748055,6.666982630013193,6.706855800734399,6.86432459088358,6.8388309958027715,6.938910969644293,6.28922163785194,6.375630186496844,6.413225714818808,6.703276151160307,6.6074245106916125,6.765175237703047
SGL_RS02100,6.759794269938807,6.634454357696357,6.555528717399465,7.109145876617292,6.86895334646127,7.007358238674874,6.434916877916743,6.963392588983836,6.813351371678043,6.806293572007164,6.332122411951001,6.61264510793183
SGL_RS02105,6.811901953503284,6.7108043342931145,6.7405501073933145,6.961193368981559,6.754363466296733,6.765924261908766,6.5722545692465655,6.733779787529535,6.846839952135377,6.548200646939979,6.404218296260904,6.433164772685553
SGL_RS02110,3.7474508338456687,3.4012199257280007,3.855085479985086,3.6569911314719694,4.178704470396426,3.99148338226376,3.653273309756675,3.7794669992956287,3.984191296344201,3.936288699401433,3.8618585502174207,4.194049777169983
SGL_RS02115,5.636654823085221,5.278395766038032,5.833251501980292,5.9802286428455265,6.256944078757972,6.111619115088945,6.14477830795856,6.200851913484628,6.2435664351048406,6.373938238335885,6.605007554594203,7.2147746956406875
SGL_RS02120,6.507237570375956,6.256861671290395,6.71632887297662,6.798099429417074,6.995337183333737,6.82891787728124,6.932215807107674,7.113729163804384,7.09453059589344,7.0893398100288385,7.26268298823303,7.340068171873578
SGL_RS02125,6.220433233747813,6.172415005825504,6.2759006268423185,6.319087481267476,6.270013011049229,6.209025182310935,6.715751784703804,6.997332143500737,6.943607979407373,7.039580971721963,7.062693341924532,7.235854364010307
SGL_RS02130,5.565392764522139,5.1574092623431,5.403815685245966,5.3906419100412215,5.506927782992552,5.604602836543863,6.109805602500798,5.883221585755083,6.2711462267412035,5.782813291186817,5.774276517450948,5.833660983218792
SGL_RS02135,5.8980658324170925,5.704219957503418,5.77914794614751,6.263037401162128,5.869851336597706,6.085946792999403,5.814674465728046,6.5542014353569416,6.439997421112619,6.28198804413258,6.12483407154264,5.881727106604941
SGL_RS02140,5.450242057885639,5.289219107276659,5.015171295261877,5.62043618597038,5.267747382568474,5.418637642122789,5.454685472426636,5.3584746469461155,5.377085713233056,5.457599895409438,5.352999547922442,5.275055475526029
