Geneid,SRX669715,SRX669716,SRX669717,SRX669718,SRX669719,SRX669720,SRX669721,SRX669722
SGL_RS03170,6.420730342720884,6.274984949659806,6.037116478200147,6.494137726116138,5.92390147330768,6.110929101128422,6.0052204507633515,6.819640868739714
SGL_RS03175,5.8456869102953375,5.9207675719842685,5.37111149049016,6.024689452902062,5.561572780816316,5.4355298729396315,5.1889042739913664,6.788190907196659
SGL_RS03180,6.734813349012786,6.797815330020424,6.835275353676841,6.989309045436514,6.8023442607897975,6.715421529225741,6.711965167079085,6.922810545729871
SGL_RS03185,7.098799626557036,6.575403788078877,6.24820781226936,5.962694298042559,6.053489987428703,5.698325481701042,6.025580397275182,6.404766964559656
SGL_RS03190,8.238126076498839,7.1089434244642264,6.848902181697253,6.630319173055017,7.374169151589495,6.770688778642398,6.5568474740213,6.721342830076244
SGL_RS03195,6.545523172087681,6.0816818922493745,5.12938645888235,6.297293813237393,6.038616168074999,5.803253182102267,5.495357697579929,6.757180902722273
SGL_RS19760,7.276819286682741,7.677549817294892,6.544850452581345,6.795748866708381,7.111382004609014,7.18748265503534,6.1664702866925065,6.978963376667053
SGL_RS19765,8.58929941362316,8.573958939830725,7.527525075553953,7.726377227789338,8.67741089675782,8.483823495941307,7.318081490887637,7.685105336316394
SGL_RS03210,7.407294485960551,7.342305579247818,8.800557560922003,8.268992994609247,6.6143517430412,6.6216760615109465,8.833956425588896,8.342921031371201
SGL_RS03215,7.632192183478528,7.645110450381571,8.079658534270465,7.746929585495167,7.06577095837072,6.683140755740956,8.514815901830437,8.635046451591048
SGL_RS03220,9.395737035967569,7.7596373874395335,6.990214140055341,7.495759305482191,8.020913089461162,7.75081429135491,7.127655652653815,7.663563939230461
SGL_RS03225,6.377561900614518,6.825377549977971,7.2488127388624255,7.236666640155207,7.8555327333772675,8.267336752057279,7.2955460600359645,7.467223265610923
